OBJECTID,SiteKey,PlotKey,DateModified,PlotID,EstablishDate,State,County,Directions,AvgPrecip,AvgPrecipUOM,EcolSite,Soil,ParentMaterial,Slope,Aspect,ESD_SlopeShape,LandscapeType,LandscapeTypeSecondary,MgtUnit,GPSCoordSys,Datum,Zone,Easting,Northing,Elevation,ElevationType,RecentWeatherPast12,RecentWeatherPrevious12,DisturbWildfire,DisturbRodents,DisturbMammals,DisturbWater,DisturbWind,DisturbWaterSoilDep,DisturbWindSoilDep,DisturbUndgroundUtils,DisturbOverhdTransLines,DisturbOther,DisturbOtherDesc,WildlifeUse,ManagementHistory,OffsiteInfluences,Comments,ESD_MLRA,ESD_CRA,ESD_Region,ESD_Investigators,ESD_Bedrock,ESD_CommunityDescription,ESD_MajorLandform,ESD_ComponentLandform,HillslopeType,ESD_GeomorphicComp,ESD_RunIn_RunOff,ESD_SlopeComplexity,ESD_Root_density,ESD_Root_Depth,ESD_Root_Notes,ESD_DKDate,ESD_DKObservers,ESD_LitterClass,ESD_BiologicalCrustClass,ESD_PctGrassCover,ESD_ResourceRetentionClass,ESD_bareGapPatchSize,ESD_grassPatchSize,ESD_ResourceRetentionNotes,ESD_Pedoderm_Class,ESD_SurfaceNotes,ESD_SubsurfaceNotes,ESD_Compaction,ESD_Series,ESD_ParticleSizeClass,ESD_Mineralogy,ESD_SoilTempRegime,ESD_DepthClass,ESD_Subgroup,ESD_Greatgroup,ESD_Reaction,ESD_SoilMoistureRegime,ESD_CationExchangeActivityClass,ESD_Epipedon,ESD_Subsurface_features,ESD_Depth_to_root_horizon,ESD_Type_root_horizon,ESD_Horizon_notes,ESD_TrackingID,ESD_StateWithinEcologicalSite,ESD_CommunityWithinState,ESD_ErosionPatternClass,ESD_SoilRedistributionClass,Longitude,Latitude,DateLoadedInDb,GlobalID,PrimaryKey,DBKey,created_user,created_date,last_edited_user,last_edited_date,ADMINST,SpeciesState,ProjectName,Purpose,PurposeFlag,Design,DesignFlag,Rills,RillLength,Rills_note,Gullies,Gullies_note,Pedestals,Pedestals_note,Deposition,Deposition_note,WaterFlow,WaterFlow_note,OtherMgmt,MUC
69258,1805070939373609,1805070940359040,6/5/2019 11:21:15,009,5/7/2018 0:00:00,CO,Delta,Use GPS to navigate to plot,9.820000000000000,in,R034BY410CO,59,Weathered from shale,5.000000000000000,30,LC,Terrace**,Tread,Allotment,Decimal Degrees,WGS 84,13N,-108.244996999999998,38.800320999999997,5105.000000000000000,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persayo Silty Clay Loam,,,,,,,,,,,,,,,,,,,,-108.244996999999998,38.800320999999997,2018-09-01,{43258397-450E-475E-91ED-D959F461C2CF},18050709403590402018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:36:50,DBROWNING,7/24/2019 16:36:50,CO,CO,Colorado Uncompahgre FO Intensification 2018,,,,,,,,,,,,,,,,,
69259,180507120320536,1805071220449070,10/12/2018 10:57:48,008,5/7/2018 0:00:00,CO,Delta,Use GPS to Navigate to Plot,9.820000000000000,in,R034BY410CO,59,Weathered from Shale,8.000000000000000,28,CC,Terrace**,Tread,Allotment,Decimal Degrees,WGS 84,13N,-108.249144999999999,38.796750000000003,5371.000000000000000,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Persayo Silty Clay Loam,,,,,,,,,,,,,,,,,,,,-108.249144999999999,38.796750000000003,2018-09-01,{6C9F6A3B-77FF-49B8-BCAD-283999F50760},18050712204490702018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:36:50,DBROWNING,7/24/2019 16:36:50,CO,CO,Colorado Uncompahgre FO Intensification 2018,,,,,,,,,,,,,,,,,
69260,180508093515135,1805080936374187,10/10/2018 8:32:52,049,5/8/2018 0:00:00,CO,Delta,Use GPS to navigate to plot,10.380000000000001,in,R034BY404CO,52,"Stony, outwash alluvium",34.000000000000000,214,,,,Allotment,Decimal Degrees,WGS 84,13n,-108.127381000000000,38.808751999999998,5273.000000000000000,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meeteetse stony loam,,,,,,,,,,,,,,,,,,,,-108.127381000000000,38.808751999999998,2018-09-01,{522D33EC-C633-42A9-B32E-55DCD9827496},18050809363741872018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:36:50,DBROWNING,7/24/2019 16:36:50,CO,CO,Colorado Uncompahgre FO Intensification 2018,,,,,,,,,,,,,,,,,
69261,1805081340317461,1805081342471749,10/10/2018 11:33:34,066,5/8/2018 0:00:00,CO,Delta,Use GPS to navigate to plot,9.810000000000000,in,R034BY404CO,52,"Stony, outwash alluvium",46.000000000000000,26,LL,Hills/Mountains*,Shoulder,Allotment,Decimal Degrees,WGS 84,12n,-108.111654999999999,38.815224999999998,5381.000000000000000,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meeteetse stony loam,,,,,,,,,,,,,,,,,,,,-108.111654999999999,38.815224999999998,2018-09-01,{29DCDEDE-5623-42E9-A1F6-A92E84BECE0A},18050813424717492018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:36:50,DBROWNING,7/24/2019 16:36:50,CO,CO,Colorado Uncompahgre FO Intensification 2018,,,,,,,,,,,,,,,,,
69262,1805090942287876,1805090943322055,10/12/2018 11:23:55,109,5/9/2018 0:00:00,CO,Delta,Use GPS to Navigate to Plot,11.090000000000000,in,R034BY404CO,78,Cobbly & stony outwash,4.000000000000000,317,LL,Flat Plain,,Allotment,Decimal Degrees,WGS 84,12,-108.237977000000001,38.831088999999999,5602.000000000000000,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utaline Sandy Loam,,,,,,,,,,,,,,,,,,,,-108.237977000000001,38.831088999999999,2018-09-01,{058B46B3-11DA-4325-A219-3F1CC062E07D},18050909433220552018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:36:50,DBROWNING,7/24/2019 16:36:50,CO,CO,Colorado Uncompahgre FO Intensification 2018,,,,,,,,,,,,,,,,,
69263,1805091359517726,1805091400447045,10/10/2018 14:48:35,114,5/9/2018 0:00:00,CO,Delta,Use GPS to navigate to plot,10.020000000000000,in,R034BY404CO,52,"Stony, outwash alluvium",5.000000000000000,185,LL,Floodplain/Flood basin,,Allotment,Decimal Degrees,WGS 84,12,-108.259531999999993,38.810184000000000,5409.000000000000000,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meeteetse stony loam,,,,,,,,,,,,,,,,,,,,-108.259531999999993,38.810184000000000,2018-09-01,{F2E8532A-D880-443C-A37B-9AADCCE9FCE7},18050914004470452018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:36:50,DBROWNING,7/24/2019 16:36:50,CO,CO,Colorado Uncompahgre FO Intensification 2018,,,,,,,,,,,,,,,,,
69264,1805100911085725,1805100911513202,10/16/2018 15:04:29,108,5/10/2018 0:00:00,CO,Delta,Use GPS to navigate to plot,11.550000000000001,in,R034BY404CO,47D,Colluvium derived from basalt alluvium,3.000000000000000,267,LL,Flat Plain,,Allotment,Decimal Degrees,WGS 84,12,-108.295636999999999,38.851108000000004,5496.000000000000000,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Utaline, sodic-Uffens complex",,,,,,,,,,,,,,,,,,,,-108.295636999999999,38.851108000000004,2018-09-01,{F13575D5-C51F-4864-9318-C7E673B85693},18051009115132022018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:36:50,DBROWNING,7/24/2019 16:36:50,CO,CO,Colorado Uncompahgre FO Intensification 2018,,,,,,,,,,,,,,,,,
69265,1805101137266721,180510113805258,10/10/2018 14:37:40,110,5/10/2018 0:00:00,CO,Delta,Use GPS to navigate to plot,11.550000000000001,in,R034BY404CO,78,Cobbly & stony outwash,4.000000000000000,226,LL,Flat Plain,,Allotment,Decimal Degrees,WGS 84,12,-108.296848999999995,38.848458000000001,5502.000000000000000,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utaline sandy loam,,,,,,,,,,,,,,,,,,,,-108.296848999999995,38.848458000000001,2018-09-01,{1D5ED7AE-D3A5-4735-AE5A-2ECA43EDA79E},1805101138052582018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:36:50,DBROWNING,7/24/2019 16:36:50,CO,CO,Colorado Uncompahgre FO Intensification 2018,,,,,,,,,,,,,,,,,
69266,1805161011383917,1805161012338292,10/10/2018 14:04:37,090,5/16/2018 0:00:00,CO,Delta,Use GPS to navigate to plot,11.630000000000001,in,R034BY402CO,42,Recent alluvium,0.000000000000000,,CC,Hills/Mountains*,Backslope,Allotment,Decimal Degrees,WGS 84,12,-108.243073999999993,38.837851999999998,5885.000000000000000,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Glenton fine sandy loam,,,,,,,,,,,,,,,,,,,,-108.243073999999993,38.837851999999998,2018-09-01,{395D8193-EF98-41E7-9DAF-C1A57EB5F0B5},18051610123382922018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:36:50,DBROWNING,7/24/2019 16:36:50,CO,CO,Colorado Uncompahgre FO Intensification 2018,,,,,,,,,,,,,,,,,
69267,1805161458178026,1805161458571962,10/4/2018 16:09:13,001,5/16/2018 0:00:00,CO,Delta,Use GPS to navigate to plot,10.640000000000001,in, UNKNOWN,16,Silty Alluvium,0.000000000000000,,,Other,,Allotment,Decimal Degrees,WGS 84,13N,-108.233778999999998,38.816782000000003,5469.000000000000000,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,"Pronghorn antelope year around habitat, mule deer winter range and elk severe winter range",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Billings Silty Clay Loam,,,,,,,,,,,,,,,,,,,,-108.233778999999998,38.816782000000003,2018-09-01,{984B8CFF-A213-4160-8415-219084107D59},18051614585719622018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:36:50,DBROWNING,7/24/2019 16:36:50,CO,CO,Colorado Uncompahgre FO Intensification 2018,,,,,,,,,,,,,,,,,
69268,1804271033001127,1804271033293739,10/9/2018 8:34:53,040,4/27/2018 0:00:00,CO,Delta,Use GPS to navigate to plot,9.010000000000000,in,R034BY404CO,52,"Stony, outwash alluvium",8.000000000000000,89,CL,Hills/Mountains*,Backslope,Allotment,Decimal Degrees,WGS 84,13N,-108.159253000000007,38.785342000000000,5214.000000000000000,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meeteetse stony loam,,,,,,,,,,,,,,,,,,,,-108.159253000000007,38.785342000000000,2018-09-01,{7208F779-AE78-4867-9E49-408795079FFB},18042710332937392018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:36:50,DBROWNING,7/24/2019 16:36:50,CO,CO,Colorado Uncompahgre FO Intensification 2018,,,,,,,,,,,,,,,,,
69269,180427113721786,1804271138129750,10/4/2018 17:25:37,026,4/26/2018 0:00:00,CO,Delta,Use GPS to navigate to plot,9.410000000000000,in,R034BY403CO,23,Cretaceous residuum weathered from shale,4.000000000000000,210,CV,Terrace**,Tread,Allotment,Decimal Degrees,WGS 84,13N,-108.150521999999995,38.789136999999997,5130.000000000000000,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,Dried up river bed running through plot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chipeta Silty Clay,,,,,,,,,,,,,,,,,,,,-108.150521999999995,38.789136999999997,2018-09-01,{AF1BAF7F-1B74-4FDE-A84B-EBC1A0139C16},18042711381297502018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:36:50,DBROWNING,7/24/2019 16:36:50,CO,CO,Colorado Uncompahgre FO Intensification 2018,,,,,,,,,,,,,,,,,
69270,1804271247597006,1804271248293828,10/4/2018 16:20:56,014,4/27/2018 0:00:00,CO,Delta,Use GPS to navigate to plot,11.490000000000000,in,R034BY404CO,80,Glacial outwash,3.000000000000000,203,VV,Terrace**,Tread,Allotment,Decimal Degrees,WGS 84,13N,-108.215062000000003,38.827593999999998,5691.000000000000000,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utaline-Torriorthents complex,,,,,,,,,,,,,,,,,,,,-108.215062000000003,38.827593999999998,2018-09-01,{F55F1DF0-673F-4698-B4F5-35E63F4CDE7B},18042712482938282018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:36:50,DBROWNING,7/24/2019 16:36:50,CO,CO,Colorado Uncompahgre FO Intensification 2018,,,,,,,,,,,,,,,,,
69271,1804271405368531,1804271406162698,6/5/2019 11:17:10,013,4/27/2018 0:00:00,CO,Delta,Use GPS to navigate to plot,10.130000000000001,in,R034BY404CO,78,Cobbly & stony outwash,2.000000000000000,180,VC,Terrace**,Tread,Allotment,Decimal Degrees,WGS 84,13N,-108.209706999999995,38.808625999999997,5543.000000000000000,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Utaline Sandy Loam,,,,,,,,,,,,,,,,,,,,-108.209706999999995,38.808625999999997,2018-09-01,{F745FF97-69EB-4481-85D5-8FAF93D4C471},18042714061626982018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:36:50,DBROWNING,7/24/2019 16:36:50,CO,CO,Colorado Uncompahgre FO Intensification 2018,,,,,,,,,,,,,,,,,
69272,1805010901074628,1805010903352983,3/28/2019 16:57:23,042,5/1/2018 0:00:00,CO,Delta,Use GPS to navigate to plot,9.289999999999999,in,R034BY404CO,52,stony clay loam,0.000000000000000,192,,,,Allotment,Decimal Degrees,WGS 84,13N,-108.132909999999995,38.793154999999999,5374.000000000000000,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Meeteetse stony loam,,,,,,,,,,,,,,,,,,,,-108.132909999999995,38.793154999999999,2018-09-01,{DA1592A2-E484-43FA-8308-BE0C80765CF7},18050109033529832018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:36:50,DBROWNING,7/24/2019 16:36:50,CO,CO,Colorado Uncompahgre FO Intensification 2018,,,,,,,,,,,,,,,,,
69273,1805180902396581,1805180903495234,10/12/2018 13:43:43,103,5/18/2018 0:00:00,CO,Delta,Use GPS to navigate to plot,10.210000000000001,in, UNKNOWN,16,Silty alluvium,5.000000000000000,120,LC,Floodplain/Flood basin,,Allotment,Decimal Degrees,WGS 84,12,-108.291589000000002,38.829780000000000,5182.000000000000000,2,Drought,Drought,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Billings silty clay loam,",,,,,,,,,,,,,,,,,,,,-108.291589000000002,38.829780000000000,2018-09-01,{90661DB4-A03D-486F-9DDB-AF8236A447ED},18051809034952342018-09-01,CO_UncompahgreFO_Intensification_2018_5-3b_02.mdb,DBROWNING,7/24/2019 16:36:50,DBROWNING,7/24/2019 16:36:50,CO,CO,Colorado Uncompahgre FO Intensification 2018,,,,,,,,,,,,,,,,,
